* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* Crespo, Juan,Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The geometric altitude, integrated column ozone
* and ozone mixing ratio were calculated by NASA
* as data was not provided by Easter.  All sonde
* levels are reported. 

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1998-09-15,EIMO,1,"Crespo, Juan Climatological Services Office, Santiago, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-09-15,23:37


#PROFILE
Pressure,O3PartialPressure,Temperature,GPHeight,RelativeHumidity
1014.4,2.14,19.1,48,68
973,2.48,14.7,404,83
934.1,2.53,11.6,747,90
894.6,2.75,8.9,1107,95
857.2,3.63,8.8,1460,42
820.7,4.09,11,1822,42
785.5,4.39,9,2188,38
750.6,3.55,7.9,2563,31
719.2,4.47,8,2915,14
689.1,4.5,6.5,3265,8
660.9,3.98,5.9,3607,16
631,3.39,3.1,3984,35
602.1,3.03,0.9,4362,42
573.2,2.97,-1.8,4755,44
546.2,2.96,-4.5,5138,49
521.7,2.81,-7.5,5497,55
497.7,2.89,-9.2,5863,29
473.7,2.65,-12.2,6242,42
451.2,2.23,-14.9,6613,67
428.1,1.91,-17.4,7009,56
406.3,1.8,-20.7,7398,64
385,2.17,-23.9,7794,44
364.8,2.1,-27.2,8184,56
345.2,1.9,-30.3,8579,59
326.4,1.77,-32.6,8976,63
307.8,1.63,-35.4,9386,62
290.3,1.57,-37.7,9792,62
274.6,1.69,-40.3,10173,54
259.5,1.6,-43.3,10558,52
245.1,1.42,-46.6,10938,51
231.2,1.33,-50,11322,40
216.7,1.23,-53.7,11741,32
203.2,1.29,-56.2,12154,30
190.9,1.45,-58.6,12546,25
178.4,1.32,-61,12971,21
166.6,1.2,-62.8,13392,18
155.7,1.23,-65.5,13806,17
146.3,1.53,-65.6,14184,14
135.8,1.49,-66.8,14634,11
125.8,1.59,-68.7,15095,10
117,1.59,-71.8,15527,8
108.8,1.7,-71.7,15955,8
101.7,2.04,-70.9,16354,8
94.6,2.79,-69.8,16785,8
88.6,3.15,-68.8,17171,7
82.9,4.07,-67.2,17572,5
77.1,5.37,-65.9,18010,4
72,5.41,-64.7,18428,3
67.4,5.61,-62.2,18833,3
63,9.32,-60.2,19255,2
58.9,11.38,-59.5,19668,2
54.9,12.51,-60.1,20112,1
51.2,13.06,-59.6,20550,1
47.7,13.84,-58.3,20992,1
44.6,14.02,-58.6,21415,1
41.7,12.47,-58.3,21838,1
38.7,12.13,-59.1,22301,1
36,13.47,-59.6,22751,1
33.6,13.53,-59.7,23184,1
31.3,13.32,-58.9,23639,1
29.1,13.36,-58.4,24090,1
27,13.24,-57.1,24552,1
25.2,13.37,-54.9,25009,1
23.4,13.51,-53.8,25470,1
21.9,14,-52,25913,1
20.3,14.26,-51,26385,1
18.8,14.04,-50.6,26885,1
17.4,12.85,-53,27386,1
16,12.1,-53.3,27917,1
15,12.4,-53.7,28338,1
13.9,12.09,-53.4,28825,1
12.8,11.41,-53.1,29361,1
11.9,10.96,-51,29862,1
