* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.
* GTE Station: Easter Island, Chile
* Crespo, Juan,Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The geometric altitude, integrated column ozone
* and ozone mixing ratio were calculated by NASA
* as data was not provided by Easter.  All sonde
* levels are reported.
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2017-11-03,EIMO,2.0,Crespo  Juan Climatological Services Office  Santiago  Chile
* NASA-LaRC Project Co-ordinator: Vince Brackett,NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT
Name,Model,Number
ECC,UNKNOWN,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2004-07-03,23:38

#PROFILE
Pressure,O3PartialPressure,Temperature,GPHeight,RelativeHumidity,
1014,2.21,21.3,49,80,
983.3,2.24,18.2,314,75,
945.1,2.2,15.1,652,86,
912,2.23,13,953,79,
884.8,2.26,12.3,1207,74,
859.3,2.32,11.5,1453,67,
831,2.43,11.6,1732,40,
799,1.95,12.1,2061,13,
767.3,1.79,10.1,2399,14,
735.9,1.77,7.4,2744,19,
710.5,1.8,5.4,3032,19,
690.5,1.68,4.2,3265,20,
672,2.44,3.7,3485,12,
651.5,2.04,2.6,3736,18,
628.5,1.78,0.8,4025,17,
604,1.87,-1.4,4343,16,
579.4,1.96,-3.9,4672,16,
558.1,2.04,-5.2,4967,10,
539.4,1.54,-5.3,5234,1,
521.7,1.68,-7.2,5495,6,
505.4,1.47,-8.7,5741,1,
488.3,1.7,-10.8,6007,4,
471.9,1.44,-12,6269,1,
455.1,1.25,-14.1,6544,1,
437.9,1.18,-15.6,6836,1,
422.2,1.21,-17.5,7111,1,
406.2,1.21,-19.7,7398,1,
390.4,1.31,-22.2,7690,1,
374.6,1.42,-24.9,7994,1,
359.8,1.61,-27.4,8285,2,
346.4,1.41,-29.8,8556,3,
333.2,1.42,-30.5,8834,2,
320.5,0.87,-32.2,9109,16,
307.1,0.81,-35.1,9407,22,
294.2,1.2,-37.8,9704,38,
281.4,1.12,-39.5,10010,15,
269,0.89,-42.3,10317,17,
257.1,0.9,-44.5,10621,13,
245.8,1.18,-46.8,10921,12,
236,1.23,-48.6,11190,9,
226.7,1.26,-50.3,11451,7,
218,1.17,-51.5,11707,5,
209,1.08,-52.7,11978,4,
200.7,1.08,-53.7,12241,2,
192.5,1.1,-54.1,12507,1,
184.2,1.11,-56.4,12789,1,
176.3,1.12,-58.1,13065,1,
168.8,1.1,-60.3,13337,1,
161.8,1.03,-61.6,13603,1,
154.9,1.22,-62.5,13870,1,
148.5,1.35,-63.5,14130,1,
142.3,1.43,-65.1,14392,1,
136.1,1.51,-66.7,14664,1,
129.8,1.39,-68.1,14947,1,
123.7,1.62,-67.4,15236,1,
117.9,1.31,-69.8,15526,1,
112.4,1.14,-71.5,15806,1,
107.2,1.43,-71.3,16087,1,
101.6,1.6,-70.1,16404,1,
96.2,1.73,-71.3,16731,1,
91.5,1.71,-72.5,17022,1,
87.3,1.72,-72.4,17301,1,
82.7,2.15,-70.5,17621,1,
78.6,2.16,-72.3,17921,1,
74.8,2.04,-71.3,18214,1,
71.2,2.6,-70.6,18503,1,
67.8,3.6,-70.9,18793,1,
64.6,4.81,-69.2,19082,1,
61.5,6.48,-68.3,19375,1,
58.6,6.53,-68.2,19666,1,
55.9,5.65,-66.7,19948,1,
53.3,6.15,-65.7,20236,1,
50.8,7.81,-65.1,20536,1,
48.3,8.29,-65.2,20836,1,
46,8.69,-65,21142,1,
43.6,9.54,-64.4,21456,1,
41.5,9.18,-64.2,21757,1,
39.6,8.77,-63.7,22052,1,
37.7,10.34,-62.7,22348,1,
35.9,11.07,-61.9,22664,1,
34,11.99,-60,22996,1,
32.3,12.23,-58.6,23320,1,
30.6,12.04,-59,23649,1,
29.1,12.17,-58.9,23971,1,
27.6,12.46,-59,24290,1,
26.2,12.53,-59.5,24615,1,
24.9,12.85,-58.1,24944,1,
23.7,12.84,-56.6,25261,1,
22.4,12.55,-53.7,25606,1,
21.3,12.23,-52.9,25956,1,
20.1,11.28,-53.4,26321,1,
19,10.25,-52.6,26689,1,
18,9.93,-52.3,27044,1,
17,9.84,-50.2,27392,1,
16.1,9.44,-49.1,27738,1,
15.4,10.1,-48.3,28063,1,
14.6,9.2,-48.5,28401,1,
13.8,8.51,-48.6,28770,1,
13,8.51,-47.3,29141,1,
12.3,7.99,-47.1,29543,1,
11.6,7.45,-46.7,29913,1,
11,6.81,-47,30264,1,
10.4,6.41,-47.3,30632,1,
9.8,5.99,-46.7,31007,1,
9.3,5.86,-44,31372,1,
8.9,5.7,-42.7,31703,1,
8.4,5.41,-41,32080,1,
8,5.2,-37.6,32424,1,
