* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.
*
* GTE Station: Easter Island, Chile
*
* Crespo, Juan, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The geometric altitude, integrated column ozone
* and ozone mixing ratio were calculated by NASA
* as data was not provided by Easter.  All sonde
* levels are reported. 
*
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1
*
#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-1-20,EIMO,1,"Crespo, Juan, , Climatological Services Office, Santiago, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC
*
#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL
*
#INSTRUMENT
Name,Model,Number
ECC,na,na
*
#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2
*
#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2007-4-20,23:37
*
*
#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1017.3,2.04,22,49,73
986.4,2.23,19.3,315,72
953.7,2.23,16.9,604,80
925.5,2.19,14.8,860,86
894,2.13,13.8,1153,74
865.4,2.15,12.1,1426,71
839.8,2.09,10.3,1677,78
813.4,2.05,9,1944,77
783.5,2.01,6.3,2252,83
753.2,2.15,6.4,2576,38
726.4,2.15,6.6,2873,19
700.1,2.27,5,3174,13
673.8,1.69,3.2,3486,63
648.1,1.6,1.7,3800,54
623.2,1.58,-0.6,4115,60
601.2,1.77,-2.2,4401,57
577.7,1.87,-4.1,4716,46
555.3,1.76,-6.1,5027,34
534.1,1.73,-7.9,5331,14
513.2,2.09,-8.3,5640,7
491.8,1.5,-10.4,5970,24
471.3,1.43,-12.6,6296,25
452.9,1.4,-15.1,6598,29
435.6,1.3,-17.5,6892,30
418.6,1.28,-19.8,7189,38
401.2,1.2,-22.3,7502,39
385.4,1.15,-24.1,7795,30
370.2,1.17,-26.1,8088,22
356.6,1.22,-27.8,8357,13
343.3,1.16,-29.8,8630,13
330,1.16,-32.3,8910,19
316.3,1.08,-34.6,9207,47
304.2,1.01,-36.9,9478,48
290.4,0.82,-38.7,9798,53
277.4,0.81,-41.4,10111,52
263.2,0.76,-44.5,10467,53
249.3,0.68,-47.8,10827,50
237,0.63,-50.8,11157,46
226.8,0.6,-53.4,11443,42
217.1,0.74,-55.4,11723,39
208.1,1.2,-57.1,11991,34
199.6,1.43,-59.2,12254,32
191.5,1.66,-60.7,12514,29
183.4,1.64,-61.5,12783,27
175.3,1.56,-62.9,13058,23
167.5,1.4,-64.8,13340,20
159.6,1.45,-65.3,13633,18
152.5,1.42,-67.1,13908,15
145.6,1.41,-67.9,14185,14
138.4,1.5,-69,14492,12
131.8,1.49,-70.8,14784,11
125.6,1.59,-70.8,15067,10
120.1,1.63,-70.8,15333,10
114.8,1.52,-70.3,15601,9
109.3,1.4,-70.4,15894,8
104.1,1.47,-70.8,16181,7
99.1,1.7,-70.8,16474,7
93.6,2.13,-71,16814,6
89,2.35,-71.9,17108,5
84.6,2.03,-73,17408,5
80.2,2.43,-71.9,17718,5
76.2,3.41,-70.4,18024,5
72.2,4.09,-69.8,18340,4
68.5,4.29,-68.9,18655,4
65,5.78,-67.7,18968,4
61.7,7.32,-66.3,19282,3
58.5,8.2,-64.6,19607,3
55.6,8.65,-62.5,19920,3
52.9,8.4,-62.6,20233,2
50.3,9.27,-60.8,20537,2
47.7,12.34,-58.5,20870,1
45.3,10.89,-56.9,21197,1
43,10.75,-57.6,21524,1
40.9,10.42,-57.2,21849,1
38.8,10.89,-55.6,22178,1
36.9,10.84,-56.2,22507,1
35.1,11.52,-56.5,22818,1
33.4,12.04,-56.1,23140,1
31.6,12.18,-54,23487,1
29.9,12.47,-55.2,23834,1
28.4,12.58,-56.1,24168,1
26.9,12.75,-55.8,24505,1
25.5,13.04,-55.3,24842,1
24.2,13.45,-53.3,25197,1
22.9,13.63,-51.7,25544,1
21.8,13.71,-50.9,25876,1
20.6,13.67,-50,26228,1
19.5,13.57,-49.6,26579,1
18.5,13.48,-49.3,26939,1
17.5,12.38,-48.5,27300,1
16.6,12.06,-46.7,27640,1
15.8,11.88,-46,27989,1
15,11.29,-45.9,28323,1
14.3,10.75,-44.1,28652,1
13.6,10.05,-43.5,28995,1
12.9,9.68,-43,29349,1
12.2,9.3,-42.5,29698,1
11.7,9.01,-42.4,30024,1
11.1,8.46,-42,30354,1
10.6,7.82,-42.4,30679,1
10.1,7.53,-41.2,30992,1
9.7,7.26,-40.8,31272,1
9.3,7,-40.1,31560,1
